Fecha,Nemotécnico,Precios (último /cierre),Variación porcentual,Volúmenes,Cantidad,Variación absoluta,Precio apertura,Precio máximo,Precio mínimo,Precio promedio,Emisor / nombre,Tipo  Activo
2026-01-19,CELSIA,5080.0,0.4,737046200.0,145935.0,20,,5080.0,5010.0,5050.51,,
2026-01-20,CELSIA,5090.0,0.2,2314457060.0,456442.0,10,,5090.0,5040.0,5070.65,,
2026-01-21,CELSIA,5090.0,0,1831163310.0,361211.0,0,,5090.0,5050.0,5069.51,,
2026-01-22,CELSIA,5080.0,-0.2,1208255630.0,238009.0,-10,,5100.0,5060.0,5076.51,,
2026-01-23,CELSIA,5090.0,0.2,2300578260.0,451808.0,10,,5100.0,5060.0,5091.94,,
2026-01-26,CELSIA,5080.0,-0.2,2383595110.0,469439.0,-10,,5090.0,5050.0,5077.54,,
2026-01-27,CELSIA,5100.0,0.39,2548625240.0,500619.0,20,,5100.0,5070.0,5090.95,,
2026-01-28,CELSIA,5240.0,2.75,6734157030.0,1314315.0,140,,5240.0,5090.0,5123.7,,
2026-01-29,CELSIA,5250.0,0.19,1594907890.0,304755.0,10,,5250.0,5160.0,5233.41,,
2026-01-30,CELSIA,5260.0,0.19,1252073840.0,238960.0,10,,5270.0,5200.0,5239.68,,
2026-02-02,CELSIA,5120.0,-2.66,1811361520.0,348805.0,-140,,5230.0,5110.0,5193.05,,
2026-02-03,CELSIA,5100.0,-0.39,901289670.0,176930.0,-20,,5190.0,5050.0,5094.05,,
2026-02-04,CELSIA,4970.0,-2.55,1374303650.0,274332.0,-130,,5060.0,4950.0,5009.64,,
2026-02-05,CELSIA,5040.0,1.41,1103635305.0,220814.0,70,,5040.0,4950.0,4998.03,,
2026-02-06,CELSIA,4960.0,-1.59,430661945.0,85923.0,-80,,5030.0,4950.0,5012.18,,
2026-02-09,CELSIA,4960.0,0,2091973280.0,425878.0,0,,5000.0,4870.0,4912.14,,
2026-02-10,CELSIA,4980.0,0.4,401800695.0,80854.0,20,,4980.0,4960.0,4969.46,,
2026-02-11,CELSIA,4850.0,-2.61,1678938645.0,343945.0,-130,,4940.0,4850.0,4881.42,,
2026-02-12,CELSIA,4870.0,0.41,598046175.0,123242.0,20,,4890.0,4800.0,4852.62,,
2026-02-13,CELSIA,5060.0,3.9,1030390765.0,206972.0,190,,5090.0,4855.0,4978.41,,
2026-02-16,CELSIA,4910.0,-2.96,166302385.0,33801.0,-150,,4910.0,4910.0,4920.04,,
2026-02-17,CELSIA,4990.0,1.63,447761725.0,91052.0,80,,4990.0,4855.0,4917.65,,
2026-02-18,CELSIA,4975.0,-0.3,302845230.0,60928.0,-15,,4985.0,4950.0,4970.54,,
2026-02-19,CELSIA,4990.0,0.3,469518110.0,94205.0,15,,4990.0,4980.0,4984,,
2026-02-20,CELSIA,5080.0,1.8,2611666755.0,518485.0,90,,5080.0,4985.0,5037.11,,
2026-02-23,CELSIA,5060.0,-0.39,7578894250.0,1503428.0,-20,,5080.0,5040.0,5041.08,,
2026-02-24,CELSIA,5060.0,0,1424720560.0,282477.0,0,,5100.0,5040.0,5043.67,,
2026-02-25,CELSIA,5080.0,0.4,1228666520.0,242304.0,20,,5100.0,5040.0,5070.76,,
2026-02-26,CELSIA,5000.0,-1.57,7052375970.0,1399850.0,-80,,5080.0,4980.0,5037.95,,
2026-02-27,CELSIA,4835.0,-3.3,894853920.0,181679.0,-165,,4980.0,4835.0,4925.47,,
2026-03-02,CELSIA,4510.0,-6.72,917384135.0,192749.0,-325,,4840.0,4510.0,4759.48,,
2026-03-03,CELSIA,4900.0,8.65,1358524690.0,296945.0,390,,4900.0,4310.0,4575,,
2026-03-04,CELSIA,4700.0,-4.08,763164010.0,159215.0,-200,,4900.0,4700.0,4793.29,,
2026-03-05,CELSIA,4760.0,1.28,711791955.0,148018.0,60,,4890.0,4755.0,4808.82,,
2026-03-06,CELSIA,4870.0,2.31,770733730.0,159850.0,110,,4870.0,4745.0,4821.61,,
2026-03-09,CELSIA,4990.0,2.46,802447800.0,161932.0,120,,4990.0,4800.0,4955.46,,
2026-03-10,CELSIA,5010.0,0.4,872104120.0,174766.0,20,,5010.0,4975.0,4990.12,,
2026-03-11,CELSIA,5050.0,0.8,229929105.0,45465.0,40,,5090.0,5050.0,5057.28,,
2026-03-12,CELSIA,5000.0,-0.99,385631440.0,77385.0,-50,,5000.0,4965.0,4983.28,,
2026-03-13,CELSIA,4850.0,-3,916476160.0,185502.0,-150,,5000.0,4850.0,4940.52,,
2026-03-16,CELSIA,4915.0,1.34,233771165.0,47385.0,65,,4970.0,4905.0,4933.44,,
2026-03-17,CELSIA,4660.0,-5.19,2237024015.0,474027.0,-255,,4995.0,4660.0,4719.19,,
2026-03-18,CELSIA,4700.0,0.86,608572445.0,129034.0,40,,4785.0,4660.0,4716.37,,
2026-03-19,CELSIA,4500.0,-4.26,1431221245.0,313071.0,-200,,4680.0,4410.0,4571.55,,
2026-03-20,CELSIA,,4.89,1263351670.0,271513.0,220,,4720.0,4590.0,4653.01,,
2026-03-24,CELSIA,5040.0,17.21,21537529660.0,3970593.0,740,,6510.0,4900.0,5424.26,,
2026-03-25,CELSIA,5210.0,8.93,2624780990.0,487675.0,450,,5530.0,5000.0,5382.23,,
2026-03-26,CELSIA,5460.0,4.8,3459937500.0,637920.0,250,,5500.0,5300.0,5423.78,,
2026-03-27,CELSIA,5200.0,-4.76,3319350200.0,616679.0,-260,,5590.0,5200.0,5382.62,,
2026-03-30,CELSIA,5200.0,0,414707870.0,78855.0,0,,5350.0,5200.0,,,
2026-03-31,CELSIA,5300.0,1.92,414029670.0,78668.0,100,,5320.0,5200.0,,,
2026-04-01,CELSIA,5280.0,-0.38,704065080.0,131983.0,-20,,5380.0,5250.0,,,
2026-04-02,CELSIA,,,,,,,,,,,
2026-04-03,CELSIA,,,,,,,,,,,
2026-04-06,CELSIA,5480.0,3.79,1753198290.0,324002.0,200,,5490.0,5280.0,,,
2026-04-07,CELSIA,5490.0,0.18,991186020.0,181615.0,10,,5500.0,5390.0,,,
2026-04-08,CELSIA,5550.0,1.09,2453458070.0,443970.0,60,,5590.0,5480.0,,,
2026-04-09,CELSIA,5600.0,0.9,2392072340.0,428301.0,50,,5600.0,5550.0,,,
2026-04-10,CELSIA,5770.0,3.04,2268123490.0,397657.0,170,,5770.0,5590.0,,,
2026-04-13,CELSIA,5740.0,-0.52,3811279020.0,660818.0,-30,,5800.0,5710.0,,,
2026-04-14,CELSIA,5750.0,0.17,2762395850.0,477723.0,10,,5820.0,5740.0,,,
2026-04-15,CELSIA,5690.0,-1.04,2950111060.0,513479.0,-60,,5790.0,5690.0,,,
2026-04-16,CELSIA,5700.0,0.18,2763749500.0,484269.0,10,,5770.0,5680.0,,,
2026-04-17,CELSIA,5600.0,-1.75,1627296970.0,288121.0,-100,,5700.0,5600.0,,,
2026-04-20,CELSIA,5540.0,-1.07,1866224820.0,330886.0,-60,,5700.0,5540.0,,,
2026-04-21,CELSIA,5440.0,-1.81,1525439210.0,277562.0,-100,,5630.0,5320.0,,,
2026-04-22,CELSIA,5490.0,0.92,1069758120.0,195283.0,50,,5550.0,5400.0,,,
2026-04-23,CELSIA,5360.0,-2.37,815809520.0,149920.0,-130,,5570.0,5300.0,,,
2026-04-24,CELSIA,5240.0,-2.24,1173581960.0,219016.0,-120,,5480.0,5120.0,,,
2026-04-27,CELSIA,5200.0,-0.76,182491250.0,34870.0,-40,,5340.0,5190.0,,,
2026-04-28,CELSIA,5200.0,0,586547550.0,114142.0,0,,5420.0,5020.0,,,
2026-04-29,CELSIA,4950.0,-4.81,5182029355.0,1033111.0,-250,,5100.0,4950.0,,,
2026-04-30,CELSIA,4990.0,0.81,848509435.0,169902.0,40,,5040.0,4910.0,,,
2026-05-04,CELSIA,4980.0,-0.2,1029991080.0,206026.0,-10,,5090.0,4915.0,,,
2026-05-05,CELSIA,5020.0,0.8,2347643930.0,466674.0,40,,5100.0,4990.0,,,
2026-05-06,CELSIA,4950.0,-1.39,1281540950.0,255999.0,-70,,5090.0,4950.0,,,
2026-05-07,CELSIA,4900.0,-1.01,1429029840.0,288046.0,-50,,5000.0,4900.0,,,
2026-05-08,CELSIA,4850.0,-1.02,2244605840.0,461852.0,-50,,4950.0,4850.0,,,
2026-05-11,CELSIA,4900.0,1.03,1328942135.0,270992.0,50,,4970.0,4875.0,,,
2026-05-12,CELSIA,4830.0,-1.43,2128005685.0,437833.0,-70,,4990.0,4830.0,,,
2026-05-13,CELSIA,4960.0,2.69,875566000.0,178996.0,130,,4965.0,4805.0,,,
2026-05-14,CELSIA,5010.0,1.01,2235895085.0,445829.0,50,,5150.0,4960.0,,,
2026-05-15,CELSIA,4935.0,-1.5,1055903965.0,211804.0,-75,,5080.0,4800.0,,,
2026-05-18,CELSIA,,,,,,,,,,,
2026-05-19,CELSIA,4890.0,-0.91,770885045.0,156858.0,-45,,4940.0,4880.0,,,
2026-05-20,CELSIA,4740.0,-3.07,2006793160.0,419018.0,-150,,4900.0,4705.0,,,
2026-05-21,CELSIA,4810.0,1.48,1328660805.0,281043.0,70,,4895.0,4700.0,,,
2026-05-22,CELSIA,4740.0,-1.46,623231135.0,131399.0,-70,,4790.0,4720.0,,,
2026-05-25,CELSIA,4630.0,-2.32,1961943045.0,418033.0,-110,,4750.0,4630.0,,,
2026-05-26,CELSIA,4810.0,3.89,2384055680.0,502788.0,180,,4890.0,4650.0,,,
2026-05-27,CELSIA,4820.0,0.21,1539999975.0,317653.0,10,,4895.0,4740.0,,,
2026-05-28,CELSIA,4800.0,-0.41,864543125.0,179691.0,-20,,4860.0,4580.0,,,
2026-05-29,CELSIA,4630.0,-3.54,7639463310.0,1634931.0,-170,,4960.0,4630.0,,,
2026-06-01,CELSIA,4700.0,1.51,4687263730.0,982919.0,70,,4900.0,4685.0,,,
2026-06-02,CELSIA,4780.0,1.7,2133584835.0,443315.0,80,,4875.0,4725.0,,,
2026-06-03,CELSIA,4925.0,3.03,2701287140.0,553649.0,145,,4925.0,4800.0,,,
2026-06-04,CELSIA,4960.0,0.71,1630332645.0,328095.0,35,,5000.0,4880.0,,,
2026-06-05,CELSIA,4975.0,0.3,959023725.0,192588.0,15,,5000.0,4920.0,,,
2026-06-08,CELSIA,,,,,,,,,,,
2026-06-09,CELSIA,5300.0,6.53,3489225300.0,680750.0,325,,5300.0,4980.0,,,
2026-06-10,CELSIA,5170.0,-2.45,1188389350.0,228521.0,-130,,5280.0,5120.0,,,
2026-06-11,CELSIA,4950.0,-4.26,3605540450.0,717439.0,-220,,5260.0,4940.0,,,
2026-06-12,CELSIA,5200.0,5.05,4224231570.0,813709.0,250,,5270.0,5040.0,,,
2026-06-15,CELSIA,,,,,,,,,,,
2026-06-16,CELSIA,5100.0,-1.92,1360604390.0,262702.0,-100,,5300.0,5000.0,,,
2026-06-17,CELSIA,5260.0,3.14,2003388000.0,384251.0,160,,5280.0,5100.0,,,
2026-06-18,CELSIA,5190.0,-1.33,1082064930.0,206535.0,-70,,5290.0,5070.0,,,
2026-06-19,CELSIA,5200.0,0.19,1464465000.0,279563.0,10,,5300.0,5180.0,,,
2026-06-22,CELSIA,5090.0,-2.12,4188116780.0,819647.0,-110,,5380.0,5010.0,,,
2026-06-23,CELSIA,5080.0,-0.2,1124595730.0,222134.0,-10,,5130.0,5020.0,,,
2026-06-24,CELSIA,5090.0,0.2,1788952490.0,355738.0,10,,5090.0,4945.0,,,
2026-06-25,CELSIA,5000.0,-1.77,1579262995.0,313333.0,-90,,5140.0,4980.0,,,
2026-06-26,CELSIA,5070.0,1.4,998503085.0,199430.0,70,,5090.0,4970.0,,,
2026-06-30,CELSIA,5080.0,0.2,1239225225.0,245443.0,10,,5140.0,4985.0,,,
2026-07-01,CELSIA,5090.0,0.2,966117160.0,190699.0,10,,5110.0,4930.0,,,
2026-07-02,CELSIA,5020.0,-1.38,1325380110.0,260445.0,-70,,5140.0,5010.0,,,
2026-07-03,CELSIA,5040.0,0.4,696209520.0,136937.0,20,,5130.0,5040.0,,,
2026-07-06,CELSIA,4940.0,-1.98,1145876310.0,229993.0,-100,,5050.0,4915.0,,,
2026-07-07,CELSIA,5080.0,2.83,864217230.0,171742.0,140,,5100.0,4915.0,,,
2026-07-08,CELSIA,5030.0,-0.98,1095836515.0,216551.0,-50,,5110.0,4970.0,,,
2026-07-09,CELSIA,5180.0,2.98,726123510.0,142199.0,150,,5190.0,5010.0,,,
2026-07-10,CELSIA,5380.0,3.86,2410269180.0,456083.0,200,,5380.0,5120.0,,,
2026-07-13,CELSIA,,,,,,,,,,,
2026-07-14,CELSIA,5260.0,-2.23,1016822400.0,191880.0,-120,,5400.0,5190.0,,,
2026-07-15,CELSIA,5360.0,1.9,753303530.0,142978.0,100,,5360.0,5190.0,,,
2026-07-16,CELSIA,5280.0,-1.49,995906210.0,190610.0,-80,,5280.0,5110.0,,,
2026-07-17,CELSIA,5270.0,-0.19,587055460.0,112116.0,-10,,5280.0,5190.0,,,
2026-07-21,CELSIA,5200.0,-1.33,1004405870.0,191854.0,-70,,5320.0,5020.0,,,
2026-01-19,CEMARGOS,12140.0,1,4929566820.0,408651.0,120,,12140.0,11940.0,12063.02,,
2026-01-20,CEMARGOS,12400.0,2.14,10792423380.0,879621.0,260,,12480.0,11960.0,12269.4,,
2026-01-21,CEMARGOS,13000.0,4.84,19264281880.0,1500579.0,600,,13000.0,12480.0,12837.9,,
2026-01-22,CEMARGOS,13200.0,1.54,12212566900.0,938018.0,200,,13200.0,12840.0,13019.54,,
2026-01-23,CEMARGOS,13580.0,2.88,7131310540.0,530024.0,380,,13600.0,13200.0,13454.69,,
2026-01-26,CEMARGOS,13560.0,-0.15,6857033160.0,501551.0,-20,,13800.0,13500.0,13671.66,,
2026-01-27,CEMARGOS,13680.0,0.88,5600878920.0,408720.0,120,,13780.0,13560.0,13703.46,,
2026-01-28,CEMARGOS,13780.0,0.73,8539681180.0,629737.0,100,,13780.0,13240.0,13560.71,,
2026-01-29,CEMARGOS,13760.0,-0.15,4144626040.0,303169.0,-20,,13760.0,13600.0,13671.01,,
2026-01-30,CEMARGOS,13820.0,0.44,11443152560.0,826213.0,60,,14000.0,13600.0,13850.12,,
2026-02-02,CEMARGOS,13720.0,-0.72,8124061980.0,601378.0,-100,,13900.0,13260.0,13509.08,,
2026-02-03,CEMARGOS,13660.0,-0.44,8860285100.0,651930.0,-60,,13740.0,13400.0,13590.85,,
2026-02-04,CEMARGOS,13580.0,-0.59,11943159740.0,895690.0,-80,,13660.0,13180.0,13334.03,,
2026-02-05,CEMARGOS,13120.0,-3.39,7870460120.0,592374.0,-460,,13500.0,12320.0,13286.3,,
2026-02-06,CEMARGOS,13460.0,2.59,10436936200.0,787134.0,340,,13460.0,12420.0,13259.41,,
2026-02-09,CEMARGOS,13660.0,1.49,6495704480.0,476568.0,200,,13780.0,13300.0,13630.17,,
2026-02-10,CEMARGOS,13800.0,1.02,10343789040.0,747265.0,140,,13980.0,13520.0,13842.2,,
2026-02-11,CEMARGOS,12700.0,-7.97,25645549140.0,1975678.0,-1100,,13580.0,12700.0,12980.63,,
2026-02-12,CEMARGOS,12000.0,-5.51,10000638600.0,813715.0,-700,,12900.0,12000.0,12290.1,,
2026-02-13,CEMARGOS,12220.0,1.83,9004458160.0,758743.0,220,,12220.0,11600.0,11867.6,,
2026-02-16,CEMARGOS,12100.0,-0.98,4678344200.0,386830.0,-120,,12480.0,11900.0,12094.06,,
2026-02-17,CEMARGOS,12120.0,0.17,8198627920.0,675855.0,20,,12340.0,12000.0,12130.75,,
2026-02-18,CEMARGOS,12180.0,0.5,7636149560.0,628041.0,60,,12280.0,12060.0,12158.68,,
2026-02-19,CEMARGOS,12100.0,-0.66,4219869900.0,348482.0,-80,,12260.0,11980.0,12109.29,,
2026-02-20,CEMARGOS,12420.0,2.64,13183509100.0,1074319.0,320,,12420.0,12160.0,12271.5,,
2026-02-23,CEMARGOS,12420.0,0,5810204500.0,469317.0,0,,12560.0,12280.0,12380.13,,
2026-02-24,CEMARGOS,12000.0,-3.38,9445852240.0,774738.0,-420,,12340.0,12000.0,12192.32,,
2026-02-25,CEMARGOS,12400.0,3.33,5379947420.0,447170.0,400,,12400.0,11860.0,12031.1,,
2026-02-26,CEMARGOS,12320.0,-0.65,5786801120.0,479587.0,-80,,12320.0,11780.0,12066.22,,
2026-02-27,CEMARGOS,11900.0,-3.41,52407426160.0,4404160.0,-420,,12280.0,11600.0,11899.53,,
2026-03-02,CEMARGOS,11620.0,-2.35,5893172140.0,504819.0,-280,,11920.0,11500.0,11673.83,,
2026-03-03,CEMARGOS,11400.0,-1.89,9216945240.0,824618.0,-220,,11580.0,10960.0,11177.23,,
2026-03-04,CEMARGOS,11760.0,3.16,5712813680.0,489241.0,360,,11800.0,11540.0,11676.89,,
2026-03-05,CEMARGOS,11940.0,1.53,5292199780.0,444594.0,180,,12020.0,11760.0,11903.44,,
2026-03-06,CEMARGOS,11800.0,-1.17,4524664560.0,379539.0,-140,,11980.0,11800.0,11921.47,,
2026-03-09,CEMARGOS,12260.0,3.9,5227150480.0,431792.0,460,,12320.0,11600.0,12105.71,,
2026-03-10,CEMARGOS,12620.0,2.94,4384747780.0,350823.0,360,,12620.0,12260.0,12498.46,,
2026-03-11,CEMARGOS,12540.0,-0.63,5047260520.0,397331.0,-80,,12800.0,12500.0,12702.91,,
2026-03-12,CEMARGOS,12120.0,-3.35,4223644020.0,342577.0,-420,,12540.0,12120.0,12329.04,,
2026-03-13,CEMARGOS,11920.0,-1.65,3449565160.0,285303.0,-200,,12280.0,11800.0,12090.88,,
2026-03-16,CEMARGOS,11640.0,-2.35,3019294300.0,250897.0,-280,,12280.0,11640.0,12034,,
2026-03-17,CEMARGOS,11540.0,-0.86,4694637700.0,399933.0,-100,,11960.0,11540.0,11738.56,,
2026-03-18,CEMARGOS,11400.0,-1.21,8236418980.0,706607.0,-140,,11840.0,11360.0,11656.29,,
2026-03-19,CEMARGOS,11060.0,-2.98,5535776320.0,496966.0,-340,,11420.0,11040.0,11139.14,,
2026-03-20,CEMARGOS,,2.53,2689952880.0,238213.0,280,,11520.0,11060.0,11292.22,,
2026-03-24,CEMARGOS,11400.0,4.01,4974493700.0,435634.0,440,,11640.0,11200.0,11418.97,,
2026-03-25,CEMARGOS,11800.0,2.11,2213504340.0,190380.0,240,,11700.0,11400.0,11626.77,,
2026-03-26,CEMARGOS,11480.0,-2.71,2867299160.0,244421.0,-320,,11840.0,11480.0,11730.99,,
2026-03-27,CEMARGOS,11180.0,-2.61,4162461320.0,366059.0,-300,,11680.0,11180.0,11371.01,,
2026-03-30,CEMARGOS,11120.0,-0.54,1768445520.0,157136.0,-60,,11580.0,11120.0,,,
2026-03-31,CEMARGOS,11740.0,5.58,2461918480.0,216880.0,620,,11740.0,11200.0,,,
2026-04-01,CEMARGOS,11720.0,-0.17,2693971280.0,230772.0,-20,,11780.0,11480.0,,,
2026-04-02,CEMARGOS,,,,,,,,,,,
2026-04-03,CEMARGOS,,,,,,,,,,,
2026-04-06,CEMARGOS,11800.0,0.68,4262769020.0,361198.0,80,,11940.0,11680.0,,,
2026-04-07,CEMARGOS,11720.0,-0.68,5312444220.0,446580.0,-80,,12000.0,11700.0,,,
2026-04-08,CEMARGOS,12000.0,2.39,4707908000.0,393466.0,280,,12080.0,11820.0,,,
2026-04-09,CEMARGOS,11980.0,-0.17,4237483320.0,355612.0,-20,,12000.0,11740.0,,,
2026-04-10,CEMARGOS,12080.0,0.83,2413894020.0,199752.0,100,,12280.0,11940.0,,,
2026-04-13,CEMARGOS,12500.0,3.48,6849638880.0,553874.0,420,,12520.0,11900.0,,,
2026-04-14,CEMARGOS,12620.0,0.96,10491856640.0,833172.0,120,,12680.0,12500.0,,,
2026-04-15,CEMARGOS,12420.0,-1.58,2154668460.0,173076.0,-200,,12640.0,12380.0,,,
2026-04-16,CEMARGOS,12500.0,0.64,4762327000.0,383359.0,80,,12500.0,12320.0,,,
2026-04-17,CEMARGOS,12560.0,0.48,4684266080.0,371895.0,60,,12780.0,12460.0,,,
2026-04-20,CEMARGOS,12360.0,-1.59,6567620280.0,527715.0,-200,,12560.0,12340.0,,,
2026-04-21,CEMARGOS,12380.0,0.16,4017254060.0,322277.0,20,,12560.0,12320.0,,,
2026-04-22,CEMARGOS,12300.0,-0.65,1521929640.0,123347.0,-80,,12420.0,12100.0,,,
2026-04-23,CEMARGOS,11960.0,-2.76,2423492260.0,198287.0,-340,,12400.0,11920.0,,,
2026-04-24,CEMARGOS,12000.0,0.33,2788219680.0,231214.0,40,,12180.0,11900.0,,,
2026-04-27,CEMARGOS,11600.0,-3.33,2096876880.0,177027.0,-400,,12000.0,11600.0,,,
2026-04-28,CEMARGOS,11540.0,-0.52,6845379880.0,587243.0,-60,,11780.0,11540.0,,,
2026-04-29,CEMARGOS,11660.0,1.04,2286105580.0,197897.0,120,,11680.0,11400.0,,,
2026-04-30,CEMARGOS,11900.0,2.06,3240454420.0,274194.0,240,,11920.0,11680.0,,,
2026-05-04,CEMARGOS,12200.0,2.52,6462435100.0,532704.0,300,,12260.0,11900.0,,,
2026-05-05,CEMARGOS,12000.0,-1.64,5227581240.0,431629.0,-200,,12200.0,12000.0,,,
2026-05-06,CEMARGOS,11660.0,-2.83,3657736600.0,304860.0,-340,,12180.0,11660.0,,,
2026-05-07,CEMARGOS,11900.0,2.06,11518200960.0,978605.0,240,,11900.0,11500.0,,,
2026-05-08,CEMARGOS,11700.0,-1.68,3097536240.0,262832.0,-200,,11900.0,11700.0,,,
2026-05-11,CEMARGOS,11700.0,0,3619754460.0,309338.0,0,,11720.0,11660.0,,,
2026-05-12,CEMARGOS,11680.0,-0.17,9579635280.0,820267.0,-20,,11740.0,11580.0,,,
2026-05-13,CEMARGOS,11300.0,-3.25,8458275520.0,734400.0,-380,,11720.0,11200.0,,,
2026-05-14,CEMARGOS,11300.0,0,7473107000.0,659730.0,0,,11580.0,11120.0,,,
2026-05-15,CEMARGOS,10960.0,-3.01,3588799940.0,326409.0,-340,,11300.0,10760.0,,,
2026-05-18,CEMARGOS,,,,,,,,,,,
2026-05-19,CEMARGOS,10900.0,-0.55,3435108020.0,314642.0,-60,,11140.0,10700.0,,,
2026-05-20,CEMARGOS,10360.0,-4.95,6947407120.0,668459.0,-540,,10920.0,10140.0,,,
2026-05-21,CEMARGOS,10500.0,1.35,5610380000.0,536860.0,140,,10680.0,10220.0,,,
2026-05-22,CEMARGOS,10580.0,0.76,4616569920.0,443732.0,80,,10580.0,10280.0,,,
2026-05-25,CEMARGOS,10800.0,2.08,5577229200.0,511394.0,220,,11000.0,10700.0,,,
2026-05-26,CEMARGOS,11020.0,2.04,10381203260.0,943421.0,220,,11100.0,10860.0,,,
2026-05-27,CEMARGOS,10960.0,-0.54,6564628360.0,599973.0,-60,,11280.0,10820.0,,,
2026-05-28,CEMARGOS,10900.0,-0.55,4071951200.0,375773.0,-60,,11000.0,10520.0,,,
2026-05-29,CEMARGOS,10720.0,-1.65,41747793700.0,3872646.0,-180,,11400.0,10720.0,,,
2026-06-01,CEMARGOS,11200.0,4.48,12743517680.0,1138855.0,480,,11440.0,10900.0,,,
2026-06-02,CEMARGOS,11600.0,3.57,5992738780.0,525814.0,400,,11680.0,11140.0,,,
2026-06-03,CEMARGOS,11460.0,-1.21,2480887440.0,217141.0,-140,,11620.0,11300.0,,,
2026-06-04,CEMARGOS,11580.0,1.05,3967115240.0,345539.0,120,,11760.0,11300.0,,,
2026-06-05,CEMARGOS,11400.0,-1.55,4374291360.0,382685.0,-180,,11600.0,11120.0,,,
2026-06-08,CEMARGOS,,,,,,,,,,,
2026-06-09,CEMARGOS,11000.0,-3.51,10882351760.0,984480.0,-400,,11400.0,10840.0,,,
2026-06-10,CEMARGOS,11140.0,1.27,5868528500.0,528466.0,140,,11240.0,11000.0,,,
2026-06-11,CEMARGOS,11780.0,5.75,7423338760.0,647348.0,640,,11780.0,11180.0,,,
2026-06-12,CEMARGOS,11820.0,0.34,11202517260.0,938914.0,40,,12080.0,11720.0,,,
2026-06-15,CEMARGOS,,,,,,,,,,,
2026-06-16,CEMARGOS,11520.0,-2.54,7075973100.0,607628.0,-300,,12040.0,11460.0,,,
2026-06-17,CEMARGOS,11580.0,0.52,5319667720.0,456083.0,60,,11760.0,11540.0,,,
2026-06-18,CEMARGOS,11520.0,-0.52,6272512480.0,540566.0,-60,,11780.0,11460.0,,,
2026-06-19,CEMARGOS,11800.0,2.43,10498920640.0,901982.0,280,,11800.0,11460.0,,,
2026-06-22,CEMARGOS,11440.0,-3.05,4624563180.0,400663.0,-360,,12180.0,11340.0,,,
2026-06-23,CEMARGOS,11020.0,-3.67,8450730860.0,758709.0,-420,,11380.0,10920.0,,,
2026-06-24,CEMARGOS,11060.0,0.36,5366449240.0,486384.0,40,,11520.0,10920.0,,,
2026-06-25,CEMARGOS,11160.0,0.9,5655076240.0,510692.0,100,,11200.0,11000.0,,,
2026-06-26,CEMARGOS,11440.0,2.51,4143854600.0,367452.0,280,,11500.0,11040.0,,,
2026-06-30,CEMARGOS,11040.0,-3.5,5419814480.0,484161.0,-400,,11420.0,11040.0,,,
2026-07-01,CEMARGOS,11340.0,2.72,3122157320.0,278670.0,300,,11500.0,10840.0,,,
2026-07-02,CEMARGOS,11600.0,2.29,6056841880.0,528157.0,260,,11780.0,11160.0,,,
2026-07-03,CEMARGOS,11800.0,1.72,1972051060.0,168439.0,200,,11800.0,11600.0,,,
2026-07-06,CEMARGOS,11700.0,-0.85,5721803820.0,491213.0,-100,,11800.0,11460.0,,,
2026-07-07,CEMARGOS,11780.0,0.68,6400995880.0,551291.0,80,,11800.0,11400.0,,,
2026-07-08,CEMARGOS,11880.0,0.85,3296862560.0,280533.0,100,,11880.0,11540.0,,,
2026-07-09,CEMARGOS,11760.0,-1.01,7007668200.0,596836.0,-120,,11880.0,11600.0,,,
2026-07-10,CEMARGOS,11800.0,0.34,3574457220.0,304412.0,40,,11800.0,11600.0,,,
2026-07-13,CEMARGOS,,,,,,,,,,,
2026-07-14,CEMARGOS,11660.0,-1.19,2864913880.0,243468.0,-140,,11900.0,11660.0,,,
2026-07-15,CEMARGOS,11800.0,1.2,2022865160.0,171930.0,140,,11860.0,11620.0,,,
2026-07-16,CEMARGOS,11520.0,-2.37,4044007240.0,347790.0,-280,,11800.0,11520.0,,,
2026-07-17,CEMARGOS,11420.0,-0.87,2446105460.0,213230.0,-100,,11580.0,11400.0,,,
2026-07-21,CEMARGOS,11240.0,-1.58,3071903400.0,269569.0,-180,,11600.0,11220.0,-,,
2026-01-19,CIBEST,79540.0,0.56,10498591760.0,131582.0,440,,80520.0,78920.0,79787.45,,
2026-01-20,CIBEST,81800.0,2.84,14540951880.0,178861.0,2260,,82280.0,79740.0,81297.5,,
2026-01-21,CIBEST,82500.0,0.86,9837697760.0,119879.0,700,,83680.0,81100.0,82063.56,,
2026-01-22,CIBEST,87860.0,6.5,19949485320.0,240476.0,5360,,87860.0,80760.0,82958.32,,
2026-01-23,CIBEST,85500.0,-2.69,25972485620.0,301312.0,-2360,,87400.0,83060.0,86197.98,,
2026-01-26,CIBEST,85640.0,0.16,20400457700.0,236335.0,140,,87400.0,85400.0,86320.09,,
2026-01-27,CIBEST,84040.0,-1.87,16949369100.0,198404.0,-1600,,87420.0,84040.0,85428.57,,
2026-01-28,CIBEST,84060.0,0.02,30677550340.0,365772.0,20,,85640.0,81500.0,83870.69,,
2026-01-29,CIBEST,84500.0,0.52,24257389660.0,290281.0,440,,84900.0,82680.0,83565.2,,
2026-01-30,CIBEST,83500.0,-1.18,29481366460.0,352949.0,-1000,,84000.0,82000.0,83528.69,,
